"goodreads_book_id","best_book_id","work_id","authors","original_publication_year","original_title","title","language_code","average_rating","ratings_count","work_text_reviews_count"
490867,490867,2318048,"Mo Willems",2004,"Knuffle Bunny:  A Cautionary Tale","Knuffle Bunny: A Cautionary Tale (Knuffle Bunny, #1)","English",4.26,37886,2110
47558,47558,3211551,"Edward Gorey",1963,"The Gashlycrumb Tinies","The Gashlycrumb Tinies (The Vinegar Works, #1)","English",4.23,37054,682
13147230,13147230,18164154,"Terry Pratchett, Stephen Baxter",2012,"The Long Earth","The Long Earth (The Long Earth, #1)","English",3.74,32313,4017
1319,1319,722104,"Steven Pressfield, Robert McKee",2002,"The War of Art: Break Through the Blocks and Win Your Inner Creative Battles","The War of Art: Break Through the Blocks & Win Your Inner Creative Battles","English",4.07,31399,3578
11438,11438,2739837,"Raymond Carver",1981,"What We Talk About When We Talk About Love: Stories","What We Talk About When We Talk About Love","English",4.22,29807,2056
104379,104379,1070158,"Sarah Dessen",1996,"That Summer","That Summer","English",3.49,43723,2367
10790290,10790290,15702572,"Michael J. Sullivan",2011,"Theft of Swords","Theft of Swords (The Riyria Revelations, #1-2)","English",4.21,33076,2631
17286747,17286747,23845712,"Diane Chamberlain",2013,"Necessary Lies","Necessary Lies (Necessary Lies, #1)","English",4.21,32761,3992
218467,218467,1842237,"Larry Niven, Jerry Pournelle",1977,"Lucifer's Hammer","Lucifer's Hammer","English",3.98,33228,1156
114144,114144,1353111,"Nora Roberts",1996,"Montana Sky","Montana Sky","English",4.07,36576,861
31548,31548,2547187,"W. Somerset Maugham, Benjamin DeMott, Maeve Binchy",1915,"Of Human Bondage","Of Human Bondage","English",4.11,33028,2567
18879761,18879761,26881966,"Gayle Forman",2015,"I Was Here","I Was Here","English",3.78,38196,5386
116296,116296,144656,"Terry Pratchett",2007,"Making Money","Making Money (Discworld, #36; Moist Von Lipwig, #2)","English",4.23,39419,1490
7074000,7074000,7327847,"Nora Roberts",2010,"Happy Ever After","Happy Ever After (Bride Quartet, #4)","English",4.17,40323,2024
10908,10908,1069959,"Jodi Picoult",1993,"Harvesting the Heart","Harvesting the Heart","English",3.59,35064,2461
16150830,16150830,21986942,"Alexandra Bracken",2013,"Never Fade","Never Fade (The Darkest Minds, #2)","English",4.33,46332,4807
3257136,3257136,3292360,"Vicki Myron, Bret Witter",2008,"Dewey: The Small-Town Library Cat Who Touched the World","Dewey: The Small-Town Library Cat Who Touched the World","English",3.85,40356,5439
16248113,16248113,21599439,"Soman Chainani",2013,"The School for Good and Evil","The School for Good and Evil (The School for Good and Evil, #1)","English",4,35890,4713
30259,30259,477836,"Kim Harrison",2007,"For a Few Demons More","For a Few Demons More (The Hollows, #5)","English",4.33,44879,1184
20821043,20821043,21598636,"Tana French",2014,"The Secret Place","The Secret Place (Dublin Murder Squad, #5)","English",3.83,30834,4883
6604209,6604209,6798109,"Brandon Sanderson",2009,"Mistborn Trilogy Boxed Set","Mistborn Trilogy Boxed Set (Mistborn, #1-3)","English",4.55,22917,982
6545536,6545536,6737901,"Gordon Korman",2010,"The Emperor's Code","The Emperor's Code (The 39 Clues, #8)","English",4.04,36068,518
11082037,11082037,15547563,"Michael Connelly",2011,"The Drop","The Drop (Harry Bosch, #17; Harry Bosch Universe, #21)","English",4.14,32426,2452
500503,500503,488611,"Naoko Takeuchi",1992,"美少女戦士セーラームーン 1 [Bishōjo Senshi Sailor Moon 1]","Sailor Moon, #1 (Sailor Moon, #1)","English",4.29,34951,391
13436373,13436373,18940474,"Raina Telgemeier, Gurihiru",2012,"Drama","Drama","English",4.14,42759,3596
3110,3110,824686,"Sarah Vowell",2005,"Assassination Vacation","Assassination Vacation","English",3.98,32176,3408
92121,92121,1383240,"Roger Zelazny",1970,"Nine Princes in Amber","Nine Princes in Amber (The Chronicles of Amber #1)","English",4.1,37961,1354
18144053,18144053,25491380,"Alice Hoffman",2014,"The Museum of Extraordinary Things","The Museum of Extraordinary Things","English",3.73,29805,4834
3220405,3220405,3465687,"Orson Scott Card",2008,"Ender in Exile (The Ender Quintet, #2)","Ender in Exile (Ender's Saga, #1.2)","English",3.89,29389,1889
421129,421129,2523603,"MaryJanice Davidson",2004,"Undead and Unwed","Undead and Unwed (Undead, #1)","English",3.81,45634,2489
4005,4005,19254211,"Paulo Coelho",1996,"O Monte Cinco","The Fifth Mountain","English",3.61,26060,1238
35519,35519,971052,"Joseph Campbell, Bill Moyers",1988,"The Power of Myth","The Power of Myth","English",4.3,32337,1282
21418013,21418013,26115712,"John Scalzi",2014,"Lock In","Lock In (Lock In, #1)","English",3.85,31073,4161
17380041,17380041,24080996,"Jo Baker",2013,"Longbourn","Longbourn","English",3.62,32744,6169
21412202,21412202,27029851,"Cary Elwes, Joe Layden, Various, Rob Reiner",2014,"As You Wish: Inconceivable Tales from the Making of The Princess Bride","As You Wish: Inconceivable Tales from the Making of The Princess Bride","English",4.08,31886,6019
13522285,13522285,19082966,"Robyn Schneider",2013,"Severed Heads, Broken Hearts","The Beginning of Everything","English",3.78,35150,4726
6389704,6389704,6578095,"Jude Watson",2009,"In Too Deep (The 39 Clues, Book 6)","In Too Deep (The 39 Clues, #6)","English",4.02,35694,628
138269,138269,985716,"Frank W. Abagnale, Stan Redding",1980,"Catch Me If You Can","Catch Me If You Can: The True Story of a Real Fake","English",4.05,32048,1757
30248,30248,2644676,"Laurell K. Hamilton",2001,"Narcissus in Chains (Anita Blake, Vampire Hunter, #10)","Narcissus in Chains (Anita Blake, Vampire Hunter, #10)","English",3.89,46567,1017
16099159,16099159,21908552,"J. Kenner",2013,"Claim Me","Claim Me (Stark Trilogy, #2)","English",4.21,42238,1715
3483,3483,910619,"Marisha Pessl",2006,"Special Topics in Calamity Physics","Special Topics in Calamity Physics","English",3.7,29369,4754
18498558,18498558,26186624,"Josh Malerman",2014,"Bird Box","Bird Box","English",3.98,31735,6471
12476820,12476820,17461183,"Dan Wells",2012,"Partials","Partials (Partials Sequence, #1)","English",3.94,42493,4291
72223,72223,3222858,"Timothy Egan",2006,"The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl","The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl","English",4.04,32275,3997
17802747,17802747,24904359,"Ellen Marie Wiseman",2013,"What She Left Behind","What She Left Behind","English",3.86,22933,3619
3047850,3047850,3821158,"Sara Shepard",2008,"Wicked","Wicked (Pretty Little Liars, #5)","English",4.04,38461,1489
184655,184655,2127844,"Vince Flynn",1999,"Transfer of Power","Transfer of Power (Mitch Rapp, #3)","English",4.31,28647,1570
395090,395090,1185316,"Sylvia Plath",1965,"Ariel","Ariel","English",4.23,35566,1072
13223349,13223349,18412501,"Scott Snyder, Greg Capullo, Jonathan Glapion",2012,"Batman, Volume 1: The Court of Owls","Batman, Volume 1: The Court of Owls","English",4.3,30617,1447
33457,33457,2915038,"Christopher Moore",1992,"Practical Demonkeeping","Practical Demonkeeping (Pine Cove, #1)","English",3.81,33593,1377
46438,46438,143448,"Raymond Khoury",2006,"The Last Templar","The Last Templar (Templar, #1)","English",3.57,33675,1482
6534932,6534932,6727073,"Kathy Griffin",2009,"Official Book Club Selection: A Memoir According to Kathy Griffin","Official Book Club Selection: A Memoir According to Kathy Griffin","English",3.8,31685,1426
240976,240976,3428728,"Milan Kundera, Aaron Asher",1979,"Kniha smíchu a zapomnění","The Book of Laughter and Forgetting","English",4.01,28159,1396
479415,479415,467825,"Nicholas Evans",1995,"The Horse Whisperer","The Horse Whisperer","English",3.77,38033,1603
3047851,3047851,3078642,"Sara Shepard",2010,"Wanted","Wanted (Pretty Little Liars, #8)","English",4.15,36207,1537
1225621,1225621,1214135,"Kim Harrison",2008,"The Outlaw Demon Wails","The Outlaw Demon Wails (The Hollows, #6)","English",4.38,44119,1088
433567,433567,4243538,"Edwin A. Abbott, Banesh Hoffmann",1884,"Flatland: A Romance of Many Dimensions","Flatland: A Romance of Many Dimensions","English",3.81,31377,2864
7728889,7728889,10501517,"Libba Bray",2012,"The Diviners","The Diviners (The Diviners, #1)","English",3.96,44513,7351
3798703,3798703,3842894,"Tim Tharp",2008,"The Spectacular Now","The Spectacular Now","English",3.53,30125,4075
14142,14142,1561022,"Erich Fromm, Peter D. Kramer, Rainer Funk",1956,"The Art of Loving","The Art of Loving","English",4.01,29048,1269
64218,64218,59951,"Terry Pratchett",1990,"Eric","Eric (Discworld, #9; Rincewind #4)","English",3.72,37938,1207
25102,25102,810826,"Neil Gaiman, Shawn McManus, Colleen Doran, Bryan Talbot, George Pratt, Stan Woch, Dick Giordano, Todd Klein",1993,"The Sandman: A Game of You","A Game of You (The Sandman #5)","English",4.43,37211,1037
16729,16729,2707941,"Pat Conroy",1975,"Beach Music","Beach Music","English",4.13,33220,2396
46601,46601,522675,"Francine Rivers",1994,"An Echo in the Darkness (Mark of the Lion, #2)","An Echo in the Darkness (Mark of the Lion, #2)","English",4.6,32386,1311
16429619,16429619,22617247,"Mary E. Pearson",2014,"The Kiss of Deception","The Kiss of Deception (The Remnant Chronicles, #1)","English",4.06,46096,7571
42933,42933,1755754,"James Clavell",1966,"Tai-Pan","Tai-Pan (Asian Saga, #2)","English",4.25,34158,721
8573020,8573020,13441827,"Eleanor Brown",2011,"The Weird Sisters","The Weird Sisters","English",3.36,35752,5929
34498,34498,280092,"Terry Pratchett",2000,"The Truth","The Truth (Discworld, #25; Industrial Revolution, #2)","English",4.25,37045,975
10762469,10762469,15455523,"Tom Perrotta",2011,"The Leftovers","The Leftovers","English",3.38,31583,5095
66354,66354,64339,"Mihaly Csikszentmihalyi",1990,"Flow: The Psychology of Optimal Experience","Flow: The Psychology of Optimal Experience","English",4.1,28619,1485
693016,693016,679345,"Lisa Kleypas",2007,"Mine Till Midnight","Mine Till Midnight (The Hathaways, #1)","English",4.08,44104,1776
96123,96123,2486632,"Carl Bernstein, Bob Woodward",1974,"All the President's Men","All the President's Men","English",4.17,30919,1019
20564,20564,3277447,"George Eliot, A.S. Byatt",1860,"The Mill on the Floss","The Mill on the Floss","English",3.77,36017,1424
7334201,7334201,8996782,"Gary Shteyngart",2010,"Super Sad True Love Story","Super Sad True Love Story","English",3.44,29946,4362
13570854,13570854,19151084,"J.R. Ward",2013,"Lover at Last","Lover at Last (Black Dagger Brotherhood, #11)","English",4.3,45447,5707
121732,121732,877675,"C.S. Lewis",1955,"Surprised by Joy: The Shape of My Early Life","Surprised by Joy: The Shape of My Early Life","English",4.14,33698,1156
24113,24113,850076,"Douglas R. Hofstadter",1979,"Gödel, Escher, Bach: An Eternal Golden Braid","Gödel, Escher, Bach: An Eternal Golden Braid","English",4.3,31616,1383
153780,153780,1142872,"Tamora Pierce",2004,"Trickster's Queen","Trickster's Queen (Daughter of the Lioness, #2)","English",4.28,45843,795
8953,8953,2049173,"Rodman Philbrick",1993,"Freak the Mighty","Freak the Mighty (Freak The Mighty, #1)","English",3.98,34587,3302
15790873,15790873,18529702,"Jennifer E. Smith",2013,"This Is What Happy Looks Like","This Is What Happy Looks Like (This is What Happy Looks Like, #1)","English",3.69,40369,4687
53817,53817,1616396,"Philip Yancey",1997,"What's So Amazing About Grace?","What's So Amazing About Grace?","English",4.21,28501,842
10816297,10816297,15729967,"Vince Flynn",2012,"Kill Shot","Kill Shot (Mitch Rapp, #2)","English",4.3,28845,1583
74389,74389,1377315,"Jean M. Auel",1990,"The Plains of Passage","The Plains of Passage (Earth's Children, #4)","English",3.77,36663,1038
17733898,17733898,21986528,"Jeff Kinney",2013,"Hard Luck","Hard Luck (Diary of a Wimpy Kid, #8)","English",4.28,32069,2377
9838,9838,1052584,"Åsne Seierstad, Ingrid Christopherson",2002,"Bokhandleren i Kabul","The Bookseller of Kabul","English",3.76,30531,2664
833710,833710,1726608,"D.J. MacHale",2002,"The Merchant of Death","The Merchant of Death (Pendragon, #1)","English",3.93,38633,1723
4703581,4703581,4767909,"China Miéville",2009,"The City & The City","The City & the City","English",3.91,29577,4285
4345498,4345498,4393420,"Ilona Andrews",2009,"Magic Strikes","Magic Strikes (Kate Daniels, #3)","English",4.44,51165,2573
15748898,17348308,21441527,"Chelsea M. Cameron",2012,"My Favorite Mistake","My Favorite Mistake (My Favorite Mistake, #1)","English",4.01,30177,2371
124918,124918,120317,"Arthur Hailey",1968,"Airport","Airport","English",3.92,30040,324
7201913,7201913,7889455,"James Patterson",2011,"Angel","Angel (Maximum Ride, #7)","English",4.02,39938,1888
4983,4983,13908787,"Harold Bloom, Terry Southern, David H. Goldsmith, James Lundquist, Lawrence R. Broer, Peter J. Reed, Loree Rackstraw, William S. Doxey, Jerome Klinkowitz, Richard Giannone, John L. Simons, Leonard Mustazza, Zoltan Ab di-Nagy, Peter Freese, Wendy B. Faris",2002,"Kurt Vonnegut's Cat Cradle","Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations)","English",4.35,27519,184
91248,91248,632895,"Beverly Cleary, Alan Tiegreen",1975,"Ramona the Brave","Ramona the Brave (Ramona, #3)","English",4.09,42479,558
216422,216422,397139,"Timothy Zahn",1993,"Star Wars: The Last Command","The Last Command","English",4.2,33145,835
13578175,13578175,19161502,"Brandon Sanderson",2012,"The Emperor's Soul","The Emperor's Soul","English",4.33,33634,2989
2906039,2906039,2927243,"Stephen King",2008,"Just After Sunset","Just After Sunset","English",3.85,34722,2133
201114,201114,3231932,"Patricia McCormick",2006,"Sold","Sold","English",4.19,36389,4792
552887,552887,3357637,"James Patterson",2007,"Double Cross","Double Cross (Alex Cross, #13)","English",3.99,34189,1366
27822,27822,1795311,"Alexander Pushkin, James E. Falen",1833,"Евгений Онегин: Роман в стихах","Eugene Onegin","English",4.08,33240,921
13138635,13138635,18315607,"Amie Kaufman, Meagan Spooner",2013,"These Broken Stars","These Broken Stars (Starbound, #1)","English",3.93,44488,7148
2986865,2986865,3017319,"Alison Goodman",2008,"The Two Pearls of Wisdom","Eon: Dragoneye Reborn (Eon, #1)","English",3.98,42802,3935
7933615,7933615,16003318,"P.C. Cast, Kristin Cast",2012,"Hidden","Hidden (House of Night, #10)","English",3.98,38594,1990
11454587,11454587,15249128,"Rachel Hawkins",2012,"Spell Bound","Spell Bound (Hex Hall, #3)","English",4.09,48116,3799
32979,32979,151480,"Carolyn Keene, Russell H. Tandy, Sara Paretsky",1930,"The Secret of the Old Clock (Nancy Drew Mystery Stories, #1)","The Secret of the Old Clock (Nancy Drew, #1)","English",3.98,44256,2169
33810,33810,2309,"Nelson DeMille",1997,"Plum Island","Plum Island (John Corey, #1)","English",4.03,30595,1692
10911,10911,3349802,"Jodi Picoult",2003,"Second Glance","Second Glance","English",3.79,33486,2361
94803,94803,1231891,"Arnold Lobel",1971,"Frog and Toad Together","Frog and Toad Together (Frog and Toad, #2)","English",4.21,34172,437
6219656,6219656,15161007,"Shirley Jackson",1948,"The Lottery","The Lottery","English",4.09,38448,1615
58822,58822,523148,"Adriana Trigiani",2000,"Big Stone Gap","Big Stone Gap (Big Stone Gap, #1)","English",3.86,34200,2539
74824,74824,1407664,"Steve Berry",2007,"The Alexandria Link","The Alexandria Link (Cotton Malone, #2)","English",3.92,31070,1056
7896345,7896345,11137563,"Kelley Armstrong",2011,"The Gathering","The Gathering (Darkness Rising, #1)","English",4.03,48722,3153
9833184,9833184,18752242,"Richelle Mead",2013,"The Fiery Heart","The Fiery Heart (Bloodlines, #4)","English",4.39,49513,4920
6479550,6479550,6670775,"Ilona Andrews",2010,"Magic Bleeds","Magic Bleeds (Kate Daniels, #4)","English",4.46,50637,2463
25152052,25152052,44854000,"Isabel Allende, Nick Caistor, Amanda Hopkinson",2015,"El amante japonés","The Japanese Lover","English",3.8,23737,4336
47990,47990,1128623,"Terry Pratchett",1997,"Jingo","Jingo (Discworld, #21; City Watch, #4)","English",4.11,35961,937
704043,704043,690332,"Lara Adrian",2007,"Kiss of Midnight","Kiss of Midnight (Midnight Breed,  #1)","English",3.93,48695,2530
32071,32071,3173046,"D.H. Lawrence, Geoff Dyer",1913,"Sons and Lovers","Sons and Lovers","English",3.61,33792,1503
8155,8155,87,"Barbara Taylor Bradford",1979,"A Woman of Substance","A Woman of Substance (Emma Harte Saga #1)","English",4.16,31309,614
15757434,15757434,21450735,"Nicole  Williams",2012,"Crash","Crash (Crash, #1)","English",4.02,49133,3120
15791154,15791154,21512735,"David Baldacci",2013,"The Hit","The Hit (Will Robie, #2)","English",4.05,25123,2513
22200,22200,879764,"William Gibson",1986,"Count Zero","Count Zero (Sprawl, #2)","English",4,32238,799
24472,24472,2328437,"Lisa See",2007,"Peony in Love","Peony in Love","English",3.59,34044,4089
5231173,5231173,5298464,"Sarah Ockler",2009,"Twenty Boy Summer","Twenty Boy Summer","English",3.89,35435,2485
7058405,7058405,1395190,"Camilla Läckberg, Steven T. Murray",2004,"Isprinsessan","The Ice Princess (Patrik Hedström, #1)","English",3.69,29913,3024
22649,22649,2363,"Jane Green",2000,"Bookends","Bookends","English",3.7,32755,847
88071,88071,18279847,"John Scalzi",2007,"The Last Colony","The Last Colony (Old Man's War #3)","English",4.03,29154,1724
18593175,18631291,26338696,"Colleen Hoover",2013,"Finding Cinderella","Finding Cinderella (Hopeless, #2.5)","English",4.3,42821,5454
9298,9298,510806,"Marian Keyes",1999,"Last Chance Saloon","Last Chance Saloon","English",3.78,32255,755
17156015,17156015,23577838,"Georgia Cates",2013,"Beauty from Pain","Beauty from Pain (Beauty, #1)","English",4.25,46668,3263
